"NAME","ACCOUNTNAME__C","ACCOUNTNUMBER__C","SALESAREANAME__C","SHOPPINGCART__C","url","PAYMENTPAGEURL__C"
"SA00458744","0011000000Wv4wuAAB","SP00718135","美road(PC、スマホ)","EC-CUBE","http://www.biroad.net",""
"SA00464815","0011000000OdOIUAA3","SP00705565","四季彩ネット通販　（PC・スマホ）","EC-CUBE","http://www.shikisai-jpn.com/",""
"SA00458788","0011000000Wv6YRAAZ","SP00718155","re.Tree(PC,スマホ)","EC-CUBE","http://www.re-tree.jp/",""
"SA00464191","0011000000Wwm8vAAB","SP00731276","エイジレスファクトリー 公式通販（PC・スマホ）","EC-CUBE","http://www.agelessfactory.com/",""
"SA00464198","0011000000WwmSOAAZ","SP00731282","ショップキューブ　（PC・スマホ）","EC-CUBE","http://shop-cube.jp",""
"SA00480067","0011000000vkRAsAAM","SP00753360","やまだ屋オンラインショップ（PC・スマホ）","EC-CUBE","http://momiji-yamadaya.co.jp/",""
"SA00458807","0011000000Wv86fAAB","SP00718165","トータルヘルスサポート　（PC）","EC-CUBE","http://www.total-health-support.co.jp/index.php",""
"SA00462921","0011000000WwCC6AAN","SP00728544","耳つぼジュエリー専門ショップLufra(PC、スマホ)","EC-CUBE","http://shop.b-r-lufra.com",""
"SA00462939","0011000000Oaj0nAAB","SP00704412","レディースライフ研究所ECサイト(PC、スマホ)","EC-CUBE","http://prelia.jp",""
"SA00472691","0011000000mBuprAAC","SP00743193","春帆楼　（ＰＣ・スマホ）","EC-CUBE","http://shunpanro.com",""
"SA00464051","0011000000IajM9AAJ","SP00635893","バナースタンド研究所　（ＰＣ）","ＥＣ-ＣＵＢＥ","http://www.bannerstand-labo-sw.com",""
"SA00463882","0011000000WwNHFAA3","SP00731070","イロヴェ　（PC・スマホ・フィーチャーフォン）","EC-CUBE","http://ilove-u.jp",""
"SA00463973","0011000000WwVdeAAF","SP00731125","クリックオンケーキ(PC、スマホ)","EC-CUBE","http://www.clickoncake.com",""
"SA00464076","0011000000WwclRAAR","SP00731205","MSTORE(PC)","EC-CUBE","http://www.mstore.co.jp",""
"SA00464073","0011000000WwclRAAR","SP00731205","韓国再発見（PC）","EC-CUBE","http://www.k-image.net/",""
"SA00512751","0015F00001APbv7QAD","SP00824649","EHB （PC・スマホ）","EC-CUBE","https://ehb.jp",""
"SA00481411","0011000000wcm1qAAA","SP00756110","ベースボールパワー（PC・スマホ・フィーチャーフォン）","EC-CUBE","http://baseball-power.info",""
"SA00494051","00110000014btJkAAI","SP00781174","自社","EC-CUBE","http://kk-sugiyama.co.jp/?transactionid=fecf879d39e80ca22ccf0cfa04c390cc487f8cf4 セクションを非表示 - システム情報システム情報",""
"SA00481509","0011000000wdVrpAAE","SP00756166","ラフィーシャンプー公式通販サイト　（PC・スマホ）","EC-CUBE","http://www.raffi-hair.com",""
"SA00518727","0015F00001FLet2QAD","SP00831518","リズプラベール（PC・スマホ）","EC-CUBE","http://rizpravail.jp/","http://rizpravail.jp/user_data/tokutei.php"
"SA00481644","0011000000IamcFAAR","SP00648419","自社EC","EC-CUBE","http://www.rokkosanbokujyo.com/",""
"SA00481669","0011000000IasfSAAR","SP00671872","Raytune（PC・スマホ）","EC-CUBE","http://www.raytune.com/",""
"SA00484983","00110000011ts5IAAQ","SP00773978","ラプラス（PC・スマホ）","EC-CUBE","http://laplus.blue",""
"SA00514227","0015F00001BujjcQAB","SP00826794","りんご侍　（PC・スマホ）","EC-CUBE","http://ringo-samurai.com","http://ringo-samurai.com/order/"
"SA00489569","00110000014cU4iAAE","SP00788816","アロームアンオンラインショップ（PC・スマホ）","EC-CUBE","http://aromeune-online.com/",""
"SA00519385","0011000000IaoW3AAJ","SP00655718","人工芝専門店 らくやのう（PC・スマホ）","EC-CUBE","https://xn--gmqr38axqrzkm.jp/",""
"SA00508788","0015F000018hIORQA2","SP00815320","デコライト　ギフトショップ　EC-CUBE（PC・スマホ）","EC-CUBE","http://www.decolight.jp",""
"SA00483317","0011000000vM0haAAC","SP00751914","アマラン公式オンラインショップ　（PC・スマホ）","EC-CUBE","http://www.amaran.co.jp",""
"SA00481837","0011000000xDS3zAAG","SP00758011","cinofilo（PC）","EC-CUBE","http://www.caffecinofilo.jp/",""
"SA00513481","0015F00001B9MuXQAV","SP00825535","ブランド和牛の百貨店　肉贈 （PC・スマホ）","EC-CUBE","http://nikuzou.jp/","http://nikuzou.jp/order/"
"SA00513478","0015F00001B9MDWQA3","SP00825534","公式ホームページ（PC・スマホ）","EC-CUBE","http://lit-p.com/asulong_t1/","http://lit-p.com/asulong_t1/"
"SA00511455","0015F000017u24BQAQ","SP00807013","千年こうじや オンラインショップ （PC・スマホ）","EC-CUBE","http://shop.sennen-koujiya.jp/",""
"SA00519383","0011000000IaoW3AAJ","SP00655718","芝生専門店 らくやのう（PC・スマホ）","EC-CUBE","https://www.sibafu.jp/",""
"SA00519384","0011000000IaoW3AAJ","SP00655718","ウッドチップ専門店 らくやのう（PC・スマホ）","EC-CUBE","https://xn--gckucfb2a0g.jp/",""
"SA00482096","0011000000xnkBGAAY","SP00761195","ナチュラルアイテム（PC・スマホ）","EC-CUBE","http://www.natural-item.com",""
"SA00514794","0015F00001BwOlIQAV","SP00827143","BLANTE　（PC・スマホ）","EC-CUBE","http://blante.jp/user_data/blante02.php","http://blante.jp/user_data/faq.php"
"SA00482143","0011000000xooeAAAQ","SP00763241","エリムズマイル（PC/スマホ）","EC-CUBE","http://elimsmile.jp",""
"SA00489593","00110000014cmRBAAY","SP00788827","伊織ネットショップ（ＰＣ・スマホ）","EC-CUBE","http://www.i-ori.jp",""
"SA00482158","0011000000xopMEAAY","SP00763249","スタイルーム　（PC・スマホ）","EC-CUBE","http://styroom.com/",""
"SA00482153","0011000000xopGyAAI","SP00763248","ショップキューブ　（PC・スマホ）","EC-CUBE","http://shop-cube.jp",""
"SA00482166","0011000000Iasm6AAB","SP00672084","フローフシストア（PC・スマホ）","EC-CUBE","http://flowfushi-store.jp/",""
"SA00482167","0011000000Iasm6AAB","SP00672084","フローフシストア（PC・スマホ）","EC-CUBE","https://flowfushi-store.jp/",""
"SA00464313","0011000000Wx3LsAAJ","SP00731329","Health-America.net（PC・モバ）","EC-CUBE","http://www.health-america.net/shop/",""
"SA00464662","0011000000ax1ntAAA","SP00731597","チルクロ　（PC・スマホ）","EC-CUBE","http://chilclo.com/",""
"SA00462963","0011000000WwEA3AAN","SP00728578","伊織（PC、スマホ）","EC-CUBE","https://www.i-ori.jp",""
"SA00507379","0011000000IapwGAAR","SP00661191","Girl's Helper（ＰＣ・スマホ）","EC-CUBE","https://girlshelper.com/",""
"SA00465276","0011000000axN5vAAE","SP00732950","自社サイト（PC）","EC-CUBE","http://www.innatus-avanzare.com",""
"SA00495155","0011000000IaozjAAB","SP00657558","ふとん王国本店 EC-CUBE （PC・スマホ・フィーチャーフォン）","EC-CUBE","http://www.futon-kingdom.com",""
"SA00464327","0011000000Wx3Z2AAJ","SP00731335","Ｃ・Ｍ・Ａ　（ＰＣ・スマホ・フィーチャーフォン）","ＥＣ-ＣＵＢＥ","http://bashico.com",""
"SA00464328","0011000000Wx3Z2AAJ","SP00731335","ＡＥＧＩＳ ＯＮ ＷＥＢ　（ＰＣ・スマホ・フィーチャーフォン）","ＥＣ-ＣＵＢＥ","http://エージス.com",""
"SA00464332","0011000000LEY3EAAX","SP00693097","MEGALASH株式会社","EC-CUBE","http://megalash.jp",""
"SA00472731","0011000000o1S2wAAE","SP00743207","瑠璃薬局（PC、スマホ）","EC-CUBE","http://shop.ruri-yakkyoku.jp",""
"SA00464839","0011000000axJhiAAE","SP00731701","ふるさと21　（PC・スマホ）","EC-CUBE","http://www.fsec.jp",""
"SA00464400","0011000000awo6GAAQ","SP00731368","コステカ　（PC・スマホ・フィーチャーフォン）","EC-CUBE","http://costeka.com/",""
"SA00464415","0011000000awpfDAAQ","SP00731376","(株)れんげ・カンパニー-サイト(PC)","EC-CUBE","http://0120578025.com",""
"SA00464532","0011000000Wuf4aAAB","SP00716625","Ｖｉｒｇｉｎ Ｍｅｄｉｃａｌ　（ＰＣ・スマホ）","EC-CUBE","http://www.virgin-medical.com/",""
"SA00464616","0011000000aww7KAAQ","SP00731515","frem　（PC・スマホ）","EC-CUBE","http://frem.jp",""
"SA00464698","0011000000ax33YAAQ","SP00731624","アイカラット（PC・スマホ・フィーチャーフォン）","EC-CUBE","http://eye-carat.com",""
"SA00464703","0011000000ax3CRAAY","SP00731628","オッティモ(PC)","EC-CUBE","http://www.bunchodo.com",""
"SA00464856","0011000000axKelAAE","SP00731713","emippu(PC、スマホ)","EC-CUBE","http://www.flower-emippu.jp",""
"SA00465298","0011000000bdeKbAAI","SP00732972","ＢＩＳＨＯ　ＹＡＫＵＺＥＮ　（ＰＣ）","ＥＣ-ＣＵＢＥ","http://b-yakuzen.com/",""
"SA00465303","0011000000bdeKgAAI","SP00732977","SuperHanko","EC-CUBE","http://www.superhanko.com/",""
"SA00465304","0011000000bdeKgAAI","SP00732977","INKANS","EC-CUBE","http://www.inkans.com/",""
"SA00465332","0011000000OdOIUAA3","SP00705565","四季彩ネット通販　（フィーチャーフォン）","EC-CUBE","http://www.shikisai-jpn.com/mobile",""
"SA00465613","0011000000bdnoHAAQ","SP00733171","My Rossa Life web　（PC・スマホ）","EC-CUBE","http://www.akaitecho.jp",""
"SA00515289","0015F00001BvoTbQAJ","SP00826980","adamsJUGGLER （PC・スマホ）","EC-CUBE","http://adamsjuggler.com","http://adamsjuggler.com/user_data/guide.php"
"SA00465799","0011000000UJDnJAAX","SP00715562","愛肌ミルクトリートメントEC-CUBE","EC-CUBE","http://aihada.jp/milk/shop/",""
"SA00496454","0011000000IaoOdAAJ","SP00655258","ReformNext（PC）","EC-CUBE","http://reform-next.net/",""
"SA00494027","00110000015HIOSAA4","SP00792646","ヘンプキッチン　（PC・スマホ・フィーチャーフォン）","EC-CUBE","http://www.hempkitchen.jp/index.html",""
"SA00498395","0015F0000171fndQAA","SP00800209","～日本のてっぺん～最北明田（PC・スマホ）","EC-CUBE","http://www.aketa.jp/",""
"SA00498408","0015F0000171hOrQAI","SP00800213","ミキモール　（PC・スマホ）","EC-CUBE","https://www.mikimall.jp",""
"SA00494873","0011000000u16REAAY","SP00750487","エルツ・インターナショナル（自社サイト）　（PC・スマホ・フィーチャーフォン）","EC-CUBE","http://www.elts-itl.com/shopping",""
"SA00498409","0015F0000171hUmQAI","SP00800214","ジーモール　（PC・スマホ）","EC-CUBE","https://www.hokkaido-quality.jp",""
"SA00498410","0011000000IaoOdAAJ","SP00655258","Prefo　～住まいのプチリフォーム～","EC-CUBE","http://prefo.net/",""
"SA00495299","0015F000016TenWQAS","SP00797612","ビューティーグラッド（PC・スマホ・モバ）","EC-CUBE","https://beauty-glad.jp",""
"SA00516064","0015F00001ByOQjQAN","SP00828821","レスプロンド","EC-CUBE","http://resplend.jp/eyepudding/se/",""
"SA00499805","0015F0000171JYrQAM","SP00798539","（株）Teams 楽農や　（PC・スマホ）","EC-CUBE","http://rakunouya-teams.com/shop",""
"SA00499872","0015F0000171JTrQAM","SP00798538","cozywave（PC・スマホ）","EC-CUBE","http://cozywave.co.jp/ec/",""
"SA00499866","0015F000017bBnhQAE","SP00804138","G-cosme　（PC・スマホ）","EC-CUBE","http://g-cosme.net",""
"SA00482248","0011000000yIeQgAAK","SP00769589","お得だNET店（PC・スマホ）","EC-CUBE","http://www.otsuki.ne.jp",""
"SA00512704","0015F00001B6xAnQAJ","SP00824918","自社サイト （PC）","EC-CUBE","http://bianca-f.com/afsnysy/",""
"SA00491320","0011000000IatJEAAZ","SP00674134","わかさ夢通販サイト（PC・スマホ）","EC-CUBE","https://www.wks.jp/shop/",""
"SA00482326","0011000000xnkBDAAY","SP00761192","グリーンパラダイス（PC・スマホ）","EC-CUBE","http://guripara.com/",""
"SA00482461","0011000000yfglAAAQ","SP00770814","VONDO　（PC）","EC-CUBE","http://www.vondo.jp",""
"SA00489648","00110000014dDAJAA2","SP00788841","アイメディアWEBショップ　（PC・スマホ）","EC-CUBE","https://www.aimedia.co.jp/shop/",""
"SA00510044","0015F0000171kV7QAI","SP00800218","Vithmic Online　（PC・スマホ・フィーチャーフォン）","EC-CUBE","http://vithmic-online.jp",""
"SA00484985","0011000000NqfqUAAR","SP00700383","ショップビジョン　（PC・スマホ）","EC-CUBE","http://www.shopvision.jp",""
"SA00482954","0011000000WvAAnAAN","SP00718194","OMEGA200（PC・スマホ）","EC-CUBE","http://omega200.perma.jp",""
"SA00482961","0011000000yhMFYAA2","SP00772051","ネオシルク化粧品　（PC）","EC-CUBE","http://www.neosilk.jp",""
"SA00490761","00110000014dMSgAAM","SP00792458","仕出し割烹しげよし　（PC）","EC-CUBE","http://www.shige44.jp/",""
"SA00490768","0011000000IakxfAAB","SP00642163","ガールズヘルパー（PC）","EC-CUBE","http://girlshelper.com/",""
"SA00499928","0015F000017bvRvQAI","SP00804186","ナステント サイト　EC-CUBE（PC・スマホ）","EC-CUBE","http://nastent.sevendreamers.com",""
"SA00495462","0015F000016UefIQAS","SP00797680","CHEDEL　（PC・スマホ）","EC-CUBE","http://chedel.jp/",""
"SA00483050","0011000000IarQVAAZ","SP00666801","MC珈琲（PC・スマホ）","EC-CUBE","https://www.mc-coffee.co.jp/",""
"SA00485607","0011000000Iak9PAAR","SP00638943","京都きもの市場（PC・スマホ）","EC-CUBE","http://www.kimonoichiba.com/",""
"SA00483161","0011000000z9Hj9AAE","SP00772120","AIRTIGHT FOAM公式直販サイト　（PC・スマホ）","EC-CUBE","http://www.airtight-trading.co.jp/pufoam/html/",""
"SA00517914","0011000000IarVkAAJ","SP00667326","ここよかねっと","EC-CUBE","http://www.kokoyoka.net/",""
"SA00485557","00110000011wXluAAE","SP00774366","イチカラ（ＰＣ・スマホ）","EC-CUBE","http://moro-ichikara.com/",""
"SA00465239","0011000000axLgWAAU","SP00732928","みんデパ（PC・スマホ）","EC-CUBE","http://mindepa.jp",""
"SA00465329","0011000000bdet1AAA","SP00732993","お肌の駆けコミ寺　（PC）","EC-CUBE","http://www.bjn.jp/",""
"SA00465582","0011000000bdmvjAAA","SP00733148","QueenCosmetic(PC、スマホ、フィーチャーフォン)","EC-CUBE","http://queencosmetic.jp",""
"SA00465624","0011000000bdomNAAQ","SP00733177","シボネオンラインストア　（ＰＣ・スマホ）","EC-CUBE","http://www.cibone.com/",""
"SA00472985","0011000000WvafMAAR","SP00723168","スワンズ・コミュニケーションセンターWeb（PC・スマホ）","EC-CUBE","http://netshop.swans.co.jp",""
"SA00472989","0011000000IatYjAAJ","SP00675090","BlackBurnセカンド","EC-CUBE","http://blackburn.main.jp/second/",""
"SA00472987","0011000000o2cZrAAI","SP00743449","YAMAMOTO SAFETY ONLINE SHOP（PC・スマホ）","EC-CUBE","http://yamamoto-safety-online.com",""
"SA00507401","0015F000017ubINQAY","SP00807160","レミフルラン独自サイト　（PC・スマホ）","EC-CUBE","http://islemid.jp/diafullrun/index_hourei2.html",""
"SA00465895","0011000000bf0GvAAI","SP00733352","My Rossa Life web（PC・スマホ）","EC-CUBE","http://www.akaitecho.jp",""
"SA00465953","0011000000bduBkAAI","SP00733262","ONLINE　SHOP　EC-CUBE（PC・スマホ・フィーチャーフォン）","EC-CUBE","http://shop.pscompany.co.jp",""
"SA00465947","0011000000IaoUoAAJ","SP00655641","コロカルリンベル通販　（PC・スマホ）","EC-CUBE","http://ringbell.colocal.jp",""
"SA00465959","0011000000bf68dAAA","SP00733406","ビューティジーン　プロフェッショナル　オンラインストア　（PC・スマホ）","EC-CUBE","http://beautygene-pro.jp/contents/onlinestore.php",""
"SA00466038","0011000000bfgfRAAQ","SP00733466","コスペディアウイッグ本店(PC、スマホ、フィーチャーフォン)","EC-CUBE","http://www.cospediawig.jp/",""
"SA00466053","0011000000bfhjXAAQ","SP00733473","ミリタリーショップ　レプマート（PC・スマホ）","EC-CUBE","http://repmart.jp",""
"SA00466094","0011000000bflH0AAI","SP00733501","ミラっぷ（PC・スマホ）","EC-CUBE","http://mirap.jp",""
"SA00473043","0011000000mBupwAAC","SP00743198","KoHオンラインショップ（PC・スマホ）","EC-CUBE","http://kohcosmetics.jp/",""
"SA00466356","0011000000bfrSaAAI","SP00733797","ワンダフク ワンクロ　（PC・スマホ）","EC-CUBE","http://wonderfuku.com",""
"SA00466775","0011000000bdomNAAQ","SP00733177","スーベニアフロムトーキョーオンラインショップ　（ＰＣ・スマホ）","ＥＣ-ＣＵＢＥ","http://www.souvenirfromtokyo.jp",""
"SA00467954","0011000000bh0voAAA","SP00736454","デザエッグ(PC、スマホ、フィーチャーフォン)","EC-CUBE","http://dezaegg.com/",""
"SA00469967","0011000000Ibq7MAAR","SP00682716","ふるさとグルメ紀行（PC・スマホ・フィーチャー）","EC-CUBE","http://ikkyu-an.co.jp/",""
"SA00469308","0011000000bhlS7AAI","SP00739151","ＡＮＪＵ　STONES（ＰＣ・スマホ・フィーチャーフォン）","EC-CUBE","http://anst.jp/",""
"SA00469332","0011000000i4EGRAA2","SP00739164","rose-de-falla（ローズ デ ファラ）(PC・スマホ）","EC-CUBE","http://rose-de-falla.com",""
"SA00466786","0011000000bgFhIAAU","SP00734849","クラチャイダムEXハイパー(PC、スマホ)","EC-CUBE","http://krachaidam.hk0123.info/",""
"SA00514201","0015F00001BA6sxQAD","SP00826770","美百花-BIHYAKKA- 　（PC・スマホ）","EC-CUBE","http://bihyakka.jp/user_data/bihyakka02.php","http://bihyakka.jp/user_data/faq.php"
"SA00518996","0015F00001FLet2QAD","SP00831518","リズプラベール LP（PC・スマホ）","EC-CUBE","http://rizpravail.jp/lp/","http://rizpravail.jp/user_data/tokutei.php"
"SA00515693","0015F00001BxnOpQAJ","SP00828543","サバの専門店マルカネ　EC-CUBE（PC・スマホ）","EC-CUBE","https://www.saba-marukane.com","https://www.saba-marukane.com"
"SA00490803","00110000010EyzfAAC","SP00772411","くもつ風花堂（PC・スマホ）","EC-CUBE","http://www.kumotsu.jp/",""
"SA00466644","0011000000bg5SLAAY","SP00734787","良品基地(PC)","EC-CUBE","http://ryohinlab.com",""
"SA00466649","0011000000bdjPmAAI","SP00733083","AppBank　Store　（PC・スマホ）","EC-CUBE","http://www.appbankstore.jp",""
"SA00469952","0011000000i5a2qAAA","SP00739557","電線ストア.com（PC・スマホ）","EC-CUBE","http://www.densen-store.com/",""
"SA00473095","0011000000o3iczAAA","SP00743485","ぴよちゃんクリーニングオンラインショップ（PC、スマホ）","EC-CUBE","http://acelaundry.co.jp",""
"SA00466700","0011000000bdomNAAQ","SP00733177","ジョージズオンラインストア　（ＰＣ・スマホ）","ＥＣ-ＣＵＢＥ","http://www.georges.co.jp",""
"SA00466792","0011000000bgFqBAAU","SP00734851","物流用品.com　（PC・スマホ）","EC-CUBE","http://butsuryu-yohin.com/",""
"SA00466793","0011000000bgFqBAAU","SP00734851","特注ﾌﾚｷｼﾌﾞﾙｺﾝﾃﾅﾊﾞｯｸﾞ　（PC・スマホ）","EC-CUBE","http://www.tokusyu-tonbag.com/",""
"SA00468217","0011000000bhJ1DAAU","SP00736581","ブルークレール　（PC・スマホ）","EC-CUBE","https://www.blcl.jp/",""
"SA00466970","0011000000bgUl8AAE","SP00734953","株式会社MIHARU","EC-CUBE","http://www.miharu-ltd.com",""
"SA00466972","0011000000bgUlyAAE","SP00734955","大洋紙業株式会社","EC-CUBE","http://www.ebiss-factory.com",""
"SA00466961","0011000000UH99nAAD","SP00710369","Mew　contact　（PC・スマホ）","EC-CUBE","http://contact.mewshop.jp/",""
"SA00466983","0011000000bgXCAAA2","SP00734960","avenue(PC、スマホ)","EC-CUBE","http://www.avenue.ne.jp",""
"SA00470068","0011000000i65ySAAQ","SP00739614","すぐまる！（ＰＣ）","EC-CUBE","http://sugumaru.com/",""
"SA00466998","0011000000bgYo3AAE","SP00734974","オフィス31本店(PC、スマホ)","EC-CUBE","http://shop.sanpori.jp",""
"SA00470094","0011000000i6KMMAA2","SP00739808","沖縄げんき 沖縄蔵元 黒麹醪酢（PC・スマホ・フィーチャーフォン）","ＥＣ-ＣＵＢＥ","http://www.okinawa-genki.com/",""
"SA00473206","0011000000o5GRuAAM","SP00743537","ゆびのば．com　（PC・スマホ・フィーチャーフォン）","EC-CUBE","http://yubinoba.com",""
"SA00473233","0011000000m9lGkAAI","SP00743070","宮崎地鶏炭火焼「車」オンラインショップ　（PC・スマホ・フィーチャーフォン）","EC-CUBE","http://shop.kuruma-jp.com",""
"SA00467055","0011000000bgbbNAAQ","SP00735002","笑いーと　（PC・スマホ）","EC-CUBE","http://www.wara-eat.jp",""
"SA00468232","0011000000bhJ7MAAU","SP00736585","Cuelle Online Store（PC・スマホ）","EC-CUBE","www.cuelle.com",""
"SA00469435","0011000000i4JRaAAM","SP00739219","フェイシャルコスメティック研究所 （PC・スマホ）","EC-CUBE","http://facial-cosmetic.com/butterflyqueen/",""
"SA00469477","0011000000i4LTjAAM","SP00739237","子供服のバンバン（PC・スマホ）","EC-CUBE","http://bambinstore.com/shop",""
"SA00469478","0011000000i4LTkAAM","SP00739238","ペイザン（ＰＣ・スマホ）","EC-CUBE","www.paysanne.net/ec/",""
"SA00470207","0011000000i7pdcAAA","SP00739886","celeb-florist(PC・スマホ）","EC-CUBE","http://celeb-florist.com/",""
"SA00474018","0011000000Iapk7AAB","SP00660638","ノースフィール（PC、スマホ、フィーチャーフォン）","EC-CUBE","http://northfeel.co.jp",""
"SA00467683","0011000000bgBcTAAU","SP00734834","手作りヨーグルトＥａｓｉｙｏ（ＰＣ・スマホ・フィーチャーフォン）","EC-CUBE","http://www.easiyo-japan.com",""
"SA00470678","0011000000UJGNAAA5","SP00715615","Angel Luna","EC-CUBE","http://angelluna.jp/",""
"SA00474052","0011000000IbfiJAAR","SP00680249","コンパーテスショコラティエ オンラインショップ　（PC・スマホ）","EC-CUBE","http://compartesjapan.com",""
"SA00467826","0011000000bgsexAAA","SP00736363","orisuta　（ＰＣ）","EC-CUBE","http://www.orisuta.com",""
"SA00469037","0011000000bhKfiAAE","SP00739001","カシェットシークレット ショッピングサイト　（PC・スマホ・フィーチャーフォン）","EC-CUBE","http://www.cachettesecrete.com/ec/",""
"SA00470545","0011000000IasL6AAJ","SP00670410","Net電材屋（テストサイト）","EC-CUBE","http://i-human.co.jp/net-denzai/",""
"SA00474200","0011000000IasfSAAR","SP00671872","minotta","EC-CUBE","http://www.minotta-store.com/",""
"SA00474196","0011000000UJcAFAA1","SP00716236","NULLストア（PC、スマホ）","EC-CUBE","http://www.mens-null.com",""
"SA00470986","0011000000kQHb5AAG","SP00740334","LOUIS SIGN（PC・スマホ）","EC-CUBE","http://louis-sign.com",""
"SA00470985","0011000000IaprWAAR","SP00660893","モードルイーズ オンラインショッピング（PC・スマホ）","EC-CUBE","http://mode-louis.com",""
"SA00474768","0011000000pesqgAAA","SP00745639","愛され酵素（PC、スマホ、フィーチャーフォン）","EC-CUBE","http://aisarekouso.com",""
"SA00474770","0011000000pesqiAAA","SP00745641","秋田のトラ男米店（PC)","EC-CUBE","http://www.torao.jp",""
"SA00483543","0011000000tBuDAAA0","SP00750243","PDF→CADデータweb変換サービス（PC）","EC-CUBE","https://www.zumenhenkan.com/",""
"SA00483558","0011000000zBjL5AAK","SP00772254","ISBIT　オンラインストア（PC・スマホ）","EC-CUBE","http://isbit.jp",""
"SA00491825","00110000015n6F8AAI","SP00792785","丸美屋 通販くらぶ　（PC・スマホ）","EC-CUBE","http://www.marumiya-tsuhan.com/",""
"SA00483591","00110000010D1agAAC","SP00772267","マシュマロベイビー（PC・スマホ）","EC-CUBE","http://marshmallowbaby.jp",""
"SA00483658","0011000000zBcggAAC","SP00772246","元気ノ国 EC-CUBE （PC・スマホ）","EC-CUBE","http://genkinokuni.jp/",""
"SA00483691","00110000010DnUVAA0","SP00772302","プロヤマ（PC/スマートフォン）","EC-CUBE","http://www.pro-yama.jp",""
"SA00483781","00110000010EEXnAAO","SP00772318","MY COLLECTION（PC)","EC-CUBE","http://m-y-collection.com/",""
"SA00483819","00110000010ENz3AAG","SP00772332","SARAVIO_SITE（PC・スマホ）","EC-CUBE","http://www.saravio.jp/",""
"SA00483820","00110000010EO4SAAW","SP00772333","SARAVIO_SITE（PC・スマホ）","EC-CUBE","http://www.saravio.jp/",""
"SA00483821","0011000000Iao9CAAR","SP00654301","コパイバ公式オンラインストア","EC-CUBE","http://copaiba.jp/",""
"SA00474085","0011000000IasfSAAR","SP00671872","おもてなし重","EC-CUBE","http://www.omotenashiju.jp/",""
"SA00474107","0011000000oeyK1AAI","SP00745366","まつげエクステ ProShop（PC、スマホ）","EC-CUBE","http://matsugeekusute.jp/",""
"SA00467717","0011000000bgoWmAAI","SP00736319","Primevere（PC・スマホ）","EC-CUBE","http://primevere-rce.net/",""
"SA00467774","0011000000bgqxOAAQ","SP00736340","パズドラ屋(PC、スマホ)","EC-CUBE","http://www.pazudoraya.com/",""
"SA00470298","0011000000i4vWOAAY","SP00739351","女性向け育毛剤　髪美力-佐藤製薬　（PC・スマホ）","EC-CUBE","http://www.hatsubiryoku.com",""
"SA00469024","0011000000bhPbNAAU","SP00739016","Swwets-Stock　（PC）","EC-CUBE","http://www.sweets-stock.com/",""
"SA00470345","0011000000IatLVAAZ","SP00674275","FONTANA","EC-CUBE","http://nailtable.jp/",""
"SA00483440","0011000000yhM1sAAE","SP00772050","スナックキングダム　（PC・スマホ・フィーチャーフォン）","EC-CUBE","http://snakin.jp",""
"SA00470407","0011000000i5jiQAAQ","SP00739571","すまいる直送便	（PC）","EC-CUBE","http://sumachoku.jp/",""
"SA00474156","0011000000of8zgAAA","SP00745393","グロワーズマーケット熊本　（PC・スマホ・フィーチャーフォン）","EC-CUBE","http://gmk.asia",""
"SA00518537","0015F00001FL9R5QAL","SP00831382","おとどけや　（PC・スマホ）","EC-CUBE","http://otodokeya.jp",""
"SA00470748","0011000000kNLv7AAG","SP00740170","ミトコンドリンク　（PC・スマホ）","EC-CUBE","http://cyes.jp/",""
"SA00470727","0011000000bduBkAAI","SP00733262","VOICELESS BY BLACKMORAL","EC-CUBE","http://shop2.pscompany.co.jp/",""
"SA00470758","0011000000kNRrZAAW","SP00740177","メルライン販売サイト（PC、スマホ）","EC-CUBE","http://www.real-beautycare.com/melline",""
"SA00471401","0011000000kmEgoAAE","SP00741564","テニスショップラリー　（ＰＣ・スマホ・フィーチャーフォン）","ＥＣ-ＣＵＢＥ","http://www.rally-tennis.com",""
"SA00474803","0011000000pez7dAAA","SP00745650","likestore（PC)","EC-CUBE","http://likestore.like-it.jp/",""
"SA00471579","0011000000koHDoAAM","SP00741653","ロコクロ　（PC・スマホ・フィーチャーフォン）","EC-CUBE","https://lococlo.com/",""
"SA00471539","0011000000ko4DPAAY","SP00741632","DEPARTMENT（PC・スマホ）","EC-CUBE","http://dept.mx/",""
"SA00475844","0011000000IapxvAAB","SP00661290","モバイルガジェットショップがうがう！（PC、スマホ）","EC-CUBE","http://www.gaugau.jp",""
"SA00480641","0011000000vn0XEAAY","SP00754656","ゴルスポ！（PC・スマホ）","EC-CUBE","http://www.golspo.com",""
"SA00471586","0011000000koIJ7AAM","SP00741656","京・すずの桑　（PC）","EC-CUBE","http://www.santokubiken.com/",""
"SA00471588","0011000000jpQbrAAE","SP00739904","ＭＨ２（PC、スマホ、フィーチャーフォン）","EC-CUBE","http://www.mh2-maro.com/",""
"SA00471598","0011000000koJeaAAE","SP00741659","BREVASオンラインショップ（スマホ）","EC-CUBE","http://cupido-aroma.com",""
"SA00475859","0011000000qisHqAAI","SP00747203","リビングタイム（PC、スマホ）","EC-CUBE","http://www.livingtime.jp",""
